8 16384
4972	5328	4303	1055	3106	1922	2346	2451	5378	9346	5868	563	8648	3141	6276	1096
4293	7706	550	8680	7191	6115	7183	3494	1516	4802	8282	5844	8662	4677	2563	2275
8013	7416	8263	3537	7667	7935	4065	5093	4183	8492	8157	9424	757	7254	1786	6601
3590	4043	365	7808	5370	8479	6071	8380	6200	3111	2558	5167	200	7304	4526	751
9408	9429	8448	4527	3480	6093	1081	3140	2286	9461	4028	5158	4391	4147	67	5892
9360	5301	4313	6013	8639	6935	8677	924	2984	4218	8195	56	4212	4966	5534	2993
4553	4521	8353	369	5885	1591	6603	9892	1557	4277	9992	2089	9376	5214	2967	7192
949	4502	4414	1259	2844	1470	5086	2288	7600	7718	9492	4823	8190	4522	3784	8335
3512	6662	8811	11	670	6162	7395	412	2392	3444	2764	4649	2288	2435	3264	2328
8544	6936	7919	2808	6043	9545	9011	8997	1279	7447	5514	8742	7537	2847	3538	6369
3116	2083	8563	3873	7285	9213	2161	2742	6917	1912	2257	5208	7395	3951	9858	7563
5045	3054	4661	8289	4895	585	8170	3038	8853	8834	7761	2420	4317	811	4235	1243
4347	2417	3638	2450	8955	9940	6072	3174	4269	3905	7956	6384	3571	2092	1393	4060
4639	5018	1539	6906	9156	4901	5961	2242	1793	3801	2770	8611	8791	8192	5709	4113
2973	9134	6741	262	1357	7381	7119	2997	272	8704	2220	4287	3119	7874	8998	2673
8984	3201	4062	4060	8050	1273	8050	3294	1121	6080	8546	6528	3836	6212	3610	7259
3929	5386	8879	3096	3636	280	4045	6951	8686	4580	9063	7559	105	2241	9090	8034
6797	3890	2544	5556	3173	6744	239	4021	4473	4309	6241	989	1887	5265	1875	6852
5432	9688	9005	4921	116	132	4000	5797	7708	2468	3385	3917	1421	3329	8103	6228
8003	5410	3597	3400	5258	5427	8036	8974	7960	9464	5601	9140	2271	2231	9794	7457
1739	7532	1403	2880	4123	1850	3409	7858	4329	2602	7328	6779	3397	6205	567	4567
6607	7953	8948	9985	8775	8183	3996	7248	6180	864	1672	2431	5855	1292	6563	1731
3682	3583	4682	9076	3745	3363	810	8716	4491	1373	6066	3006	9387	7496	4685	2312
7461	61	9627	243	2034	573	5895	5780	8202	4886	198	5201	6894	1549	6686	3776
3380	1972	2771	1494	6316	4231	627	9890	2147	7637	993	8876	9998	2799	4295	3956
9249	6967	4195	9158	7734	6250	8968	5204	8229	2643	8163	4660	3185	9017	5513	5879
3778	9200	7500	1864	3629	9598	8821	9655	713	4798	8418	8957	341	4132	1379	2891
5687	7186	927	1647	2482	3489	2278	7729	9197	8500	2103	7187	8590	9019	84	8055
1827	3653	3104	5308	7815	9194	7256	7568	4943	2922	4560	4596	408	9081	5646	1188
2801	7375	5930	5342	2241	5604	199	8922	5385	2466	1335	4551	4677	8805	4970	1323
4795	9574	8020	3225	9436	5074	3036	8452	2548	6058	2033	3785	1387	6509	5965	8679
203	1692	563	5203	8255	7859	9508	6904	9644	3712	6674	1604	969	8906	6408	7797
2288	1299	5298	4264	5901	156	8047	6289	5503	9557	3251	5754	8256	4144	3720	3437
668	582	3955	5309	9200	5069	890	3046	4618	7334	1836	3744	1476	4993	2252	7430
598	5315	8492	1201	7470	7146	3432	2797	1902	8339	5165	5105	2832	8308	4366	7345
4589	2163	8472	5628	9650	1038	9685	5099	1671	8236	6995	9795	2958	9196	4442	7820
7097	4129	2790	9652	223	7634	9184	3322	6356	9870	4507	337	5090	1427	9659	1707
584	6238	8932	8106	5075	1938	9205	6511	4463	8994	1405	1098	4129	7746	7614	3305
4426	7144	7583	4884	7640	608	6143	5672	2961	1431	2748	7311	5554	8029	4089	42
9298	4113	9456	4175	2769	6940	2973	7164	256	4672	5729	5947	3954	3291	5478	3566
2595	6944	4718	5282	752	3865	3010	5368	3602	7768	8522	9697	8036	1971	958	2919
5173	3714	4189	4164	5784	8566	1441	5605	4593	3010	7627	1522	6155	8787	1085	1527
2500	492	507	6917	1640	7858	6559	7552	783	6603	9491	3412	7365	4028	3758	2699
3381	8188	8306	8900	3276	9743	5589	2353	3690	9819	3967	6222	3367	6553	5649	343
8401	4775	2140	9213	3643	7766	4238	494	7159	8796	1281	8597	2380	3364	984	1656
8169	7162	2863	5392	5644	1873	4455	6720	7223	3696	5455	8879	6052	3501	7618	7299
5868	7031	3335	3739	1336	322	4307	8818	6343	7776	7700	9577	4794	9798	70	9095
7381	2041	390	9784	9479	4224	3114	9733	7939	1992	4687	5733	5404	8490	6487	8271
5718	6642	1932	759	3164	9281	9255	3070	4398	2689	290	4795	1151	3504	9792	5020
5969	2014	9489	1336	4241	9181	9260	4570	3514	5174	9936	9657	1248	8790	4395	5716
1254	100	7551	6645	9363	986	5396	699	4607	8751	862	113	5125	7488	8813	2661
9136	5805	6622	8943	4136	727	492	913	5903	7526	9115	773	3295	7385	526	7236
5930	6652	3033	1295	2729	3466	7179	4254	7317	1721	8316	9153	8975	9291	4320	2476
2290	2677	3899	6966	4808	6313	3619	2530	5721	3388	2612	4512	455	1693	2920	1209
8588	6162	2150	5220	377	6672	8607	8684	4927	4560	6480	971	9312	6014	8884	7380
136	2764	6902	4713	6549	4320	5059	7909	4707	3210	9183	6607	533	3173	2009	2992
2956	6741	3404	63	6985	4350	4916	6171	9887	3775	2319	1764	4786	2986	3418	3443
9390	632	3690	3139	3133	1344	9417	4490	3794	3032	9018	8267	6868	4855	1692	6284
5032	7150	7318	5596	643	3361	7990	4597	779	3837	8338	3849	9924	1312	4717	4539
8387	1291	9831	4904	5163	8440	2825	8919	9930	8295	3818	459	7743	7061	4393	2769
3212	2163	9183	444	2860	754	1212	2884	7356	596	1114	8447	7712	4767	2010	2416
9609	8457	4205	200	9709	4738	8868	8904	7593	1706	8944	6374	6973	326	8565	1393
1946	6662	6461	8394	2815	9859	5950	6779	2815	7197	4463	2878	1395	6738	2411	9116
3264	6981	7731	7362	1286	9235	2479	5984	1961	5399	4345	2297	6010	8715	6030	1010
7890	4530	207	4064	1338	3587	7274	6869	6495	4740	1127	3039	5634	7239	8344	4398
2565	1660	7706	443	636	7958	5977	5634	1668	6659	1159	6727	3512	7065	1065	1573
3935	2497	83	3818	7710	5509	836	9833	2268	4032	3878	7284	4208	8783	7100	7253
7222	5691	6898	3513	4651	1253	6551	5951	2531	6930	2428	5716	3467	6907	9909	4933
1420	5518	5528	2773	5456	2394	7697	7736	7052	1138	5521	6237	9157	9764	3990	2381
5175	3598	5254	6149	3294	3432	3992	3586	6277	8635	3163	973	9224	6568	5479	1053
1317	2366	1147	3869	3015	8650	3120	244	1029	4826	8917	6905	7654	8062	4590	6408
8170	6792	2693	8994	6385	6340	1971	4693	1829	1647	4032	3941	5770	1396	1165	905
7652	2381	1493	829	4119	1592	4710	8230	2104	1928	6403	6199	8909	4020	7245	9054
5969	7366	4936	6359	6425	407	6813	9377	739	1708	5763	1113	8518	5657	2393	2552
4026	428	6726	7184	8971	130	5326	9319	6230	7690	4086	3642	5741	3307	6842	4433
3226	4794	2261	1739	4351	1995	1422	5790	9893	4064	4768	4103	5422	9755	9982	2673
8055	2005	9341	6312	8287	7030	5308	944	2211	9550	8792	4438	9169	5617	9923	6200
8386	5721	1748	9989	5727	2886	6319	6804	9183	9355	6172	3751	7595	2190	8918	8004
1542	1995	8271	1907	2063	2898	2670	9591	6785	3624	7838	8626	1465	2244	5624	5405
8232	474	7587	5239	7320	3290	865	2140	5949	5050	6963	6952	3332	4412	6270	6902
798	1423	987	8860	6000	147	2811	7278	1940	6030	4845	6264	7907	6289	7749	4295
3797	7067	9602	9996	6684	6132	8729	9450	6576	8170	657	2935	4292	1214	3230	1291
746	7278	1803	3644	8664	4875	2608	9918	7082	6965	5880	5079	7911	2343	2865	9891
4221	6768	9359	5516	5796	6861	7334	3969	3486	8776	9211	3092	4539	3204	5882	1761
657	6673	8393	481	8968	2555	8943	5483	6364	8969	780	8782	5107	6152	3945	1121
7093	1169	8244	5960	8985	81	5806	8878	6960	5242	381	7254	3858	2392	640	719
178	9090	6573	8232	1783	3818	6450	6822	6151	4016	9355	6288	1224	1331	9404	6873
348	1933	9435	7679	2126	5333	1997	8943	2909	4750	5685	726	7899	1570	7109	6182
9149	6058	1595	451	9945	7079	2827	9487	2911	7200	9643	9538	1714	6331	3888	6557
1468	1099	7667	4601	455	2165	5936	6445	2253	5419	2955	942	4272	7114	6550	8360
1322	2151	5023	5646	4792	3940	3535	9186	2623	1373	9816	6445	7967	944	3872	4525
7439	1720	277	9493	7908	5968	9395	6488	8911	9201	7647	1631	423	8631	8671	8707
3870	4313	3596	6654	337	1298	336	3758	7024	7559	9640	6128	4000	1476	6587	8363
4335	6349	9456	8072	8967	9388	2126	8312	9757	1000	816	1536	9893	4820	9962	9733
8622	1640	8744	8172	5969	2784	1316	1799	1488	5668	6684	7231	5790	8621	4843	7425
7139	5194	5713	3046	1762	6290	1141	5411	839	5447	7872	4883	9591	7853	887	4853
2824	5844	9593	3569	2878	811	4367	1122	3239	5768	1229	2743	4858	4845	5736	6245
9836	8633	6058	9314	1619	8036	1971	2447	6098	9302	1064	9433	6433	3216	9223	6696
9913	6208	7280	6898	9698	2225	5151	7346	9883	1158	4326	5480	4392	1071	7348	266
6456	5045	4534	2008	432	6923	4622	8839	3086	8211	2817	5559	6052	1467	4564	859
998	765	6003	1092	8156	8184	1019	2195	8424	860	9215	9622	4970	6586	9752	7127
4567	9210	7462	8091	660	10000	9009	2846	9456	911	9914	1575	1774	2574	9172	9805
672	8685	2731	600	2205	4284	2710	4456	1439	2002	6918	1908	110	1002	6749	1161
2398	5110	1473	2034	824	6538	2405	8457	4020	3840	9543	4127	1476	2031	4768	7123
2553	7701	1698	4288	346	3806	9736	2806	6208	1605	314	7404	4373	9489	8384	5939
8526	9979	7983	8129	3852	7100	8242	6904	4565	898	8280	4176	5689	686	460	4190
7584	1442	1510	7049	7251	2129	5478	1022	3644	1442	1075	5416	328	1504	7509	2282
4347	6322	5757	7517	2836	9660	317	9776	3457	4691	5653	9293	1426	8915	1478	7051
644	5805	5301	2222	1156	84	6689	8330	7650	1124	4326	3145	1011	5195	3065	593
317	364	8142	152	7279	4185	3237	3928	6789	2382	4110	3009	5686	7910	5079	3086
8635	5798	7599	6871	8	5243	6149	383	1460	9877	5647	271	309	6637	8512	9810
8850	2823	1437	4998	1214	2471	4477	5471	9583	7216	6032	2019	44	3524	957	4870
2932	2067	4546	860	2718	9087	3658	3872	1765	7283	9375	4651	7015	8359	2535	9989
8885	2840	603	4657	6142	5077	4600	4991	7631	5608	3515	7503	4364	2912	8312	2784
8941	9026	4250	6656	8985	3897	7492	117	2290	3579	3208	1321	7620	4262	1182	271
5144	2641	5138	1369	3013	1686	3758	6012	5100	1587	6782	3734	176	9494	8557	4568
6625	8541	2597	7286	3520	7022	3508	349	2264	7998	6793	404	4500	4956	3957	471
1796	5221	1518	266	3355	5377	1292	3643	2969	1428	9414	6525	773	3964	7289	9621
801	7709	7531	204	2986	8048	742	8446	2669	9001	6850	7478	9808	7020	8965	7904
3800	8499	6938	9607	4775	7854	9268	7550	6612	5447	3075	9189	7116	5038	1580	2290
4474	8895	4522	850	2433	4580	585	835	6316	3705	2463	4212	5714	2135	1852	1991
8199	408	8354	5756	7797	5716	4871	1333	6713	9359	8239	2163	7979	7437	4416	5709
402	9457	6052	9759	5512	4258	7917	644	4379	998	7858	5973	42	92	241	8073
2521	6465	8718	1586	2957	7464	4668	1891	8931	4229	1379	909	9015	2127	6928	683
8039	5251	1553	5364	4385	7800	8064	4210	8280	9612	7385	1490	3588	5758	5919	2720
7406	6452	2160	35	6121	966	8590	4812	5186	911	4710	1914	9469	563	408	9974
7309	8280	1271	2798	5632	8588	6072	5196	6828	3460	4230	8243	7883	697	3606	4574
7375	4825	5321	7188	580	7740	340	9474	7513	6759	7901	5867	1117	2658	7623	6559
2693	660	5274	3562	6169	4506	7410	2158	4066	1264	220	6641	4732	9625	6004	5168
2616	3874	4582	8413	9054	5218	9861	8947	9371	6293	5822	7739	8193	8762	5564	4505
6701	2406	4688	8360	4623	7812	5239	9909	9983	4752	9261	10	616	1058	6354	8692
9149	6251	1222	9969	568	2278	7970	1168	7093	6019	69	9450	4816	430	5254	6116
7477	9895	1491	8298	6742	6214	6599	5076	9747	8539	7678	9150	4955	1109	1616	1235
1548	8351	9981	9286	9761	7296	7284	6484	7665	3270	5457	6420	7575	9631	1133	7566
2566	8321	9262	3873	2316	2390	5912	627	5298	8139	3856	1920	864	1393	3976	5538
7610	3056	4638	9646	8843	5335	2534	9474	2659	4755	3914	8683	2876	5574	2105	3640
3902	9425	6302	1879	5127	1497	5578	9643	5097	7174	1387	6889	3432	3403	6799	7498
7664	9101	1629	5612	2468	5416	4684	1986	543	9950	9775	9410	3900	6696	1181	262
8837	2643	9157	4850	708	4412	3383	2413	1301	8768	4232	595	4271	320	8520	741
9151	118	5850	599	4567	5742	8901	461	7675	888	5871	4167	4077	1175	6431	5465
1706	6944	4184	1536	3849	7508	7179	9226	7481	5045	4835	7871	8167	2502	68	2059
4980	5476	9033	5424	5281	9928	6525	6448	9242	1278	6888	5552	7755	1500	1149	3997
2163	4584	4906	6489	9434	1151	5998	2056	4973	2652	7069	2633	4893	6416	3009	4125
2849	460	6473	9526	6454	8687	3006	7700	3096	2791	2134	416	6255	1575	3816	4966
7614	6311	3646	9119	3630	7893	4658	6957	491	3057	5891	8046	7184	2926	2031	3789
2580	1397	6530	1713	5474	668	2191	6006	9749	5043	3263	4559	8748	6149	3385	9934
9496	2602	9873	481	234	4598	5137	4543	4487	7336	7130	4700	845	6969	1522	9831
948	7567	9018	6197	5649	5850	3873	408	4652	6048	8232	4822	8998	1215	2895	4457
8207	6126	5870	4958	4736	6047	7293	5437	4371	6125	6245	3360	8044	1586	8418	6343
2684	1257	5537	1761	2271	4723	1941	7488	8094	2142	9391	2316	8940	2654	5992	7731
3052	2141	6054	5290	4169	3332	2837	469	3236	2900	7218	7689	8254	4863	20	6837
8444	7111	7104	642	6630	4884	7419	1846	1866	6020	2373	1539	9994	7741	6886	4586
6466	4459	6982	4215	5431	6665	7905	8448	9988	3323	8007	7226	8631	5762	8536	183
4598	9056	6030	3226	812	8237	9156	340	2484	5746	6957	3268	5698	2683	2583	3787
1466	2039	9972	5392	9661	6706	450	688	9257	707	6324	7963	7725	4293	1476	2382
5770	9011	3649	1801	7189	1210	9457	4615	5691	1866	8	340	5415	3626	8229	7801
8666	871	6196	6538	22	2145	5634	9566	9648	7039	6007	5562	7413	2178	7731	1058
5238	8462	2819	4882	2913	6686	4108	4650	2979	7150	2361	3510	4663	4383	232	5556
7260	2693	3205	2146	8703	8760	9853	5381	5056	5811	592	1724	9461	8668	8285	9389
6796	343	6189	167	1959	7552	6374	822	1313	7162	3932	2390	3213	2102	4459	7696
2981	9716	4292	6352	336	2758	9273	662	4228	5066	955	5787	8195	5188	143	1885
8857	2436	9662	2700	2506	5946	7253	1876	1775	4204	8608	4661	8239	6185	3149	4174
1624	8451	2344	2785	9451	9000	8843	5485	9779	7406	6936	3894	2940	6533	905	7588
3840	5654	1828	8024	1216	3676	58	2859	6320	422	8941	7026	9338	5804	2853	4119
4143	7755	4080	7545	2030	1245	4207	5943	1018	723	4341	8048	1142	6123	3909	8362
6663	5948	4472	1526	9798	2556	4837	1403	5111	2694	2738	9497	6809	9537	75	636
5027	2392	2798	3052	9237	4850	58	9761	1129	1718	5629	317	6550	6723	4574	6370
3920	8634	7285	5492	2113	4425	5480	5495	8876	4083	1541	108	1264	8162	7673	3329
9297	1122	5439	8728	9048	6784	5723	2854	9672	4987	9692	5596	1600	9559	4708	2250
3394	6038	8581	7074	6979	5227	7932	6778	2849	2356	1227	5730	4865	1790	262	8211
7979	784	3354	8827	5337	5291	1703	3770	8188	8117	6141	1272	8964	319	7782	1474
7615	3330	5379	8315	9314	9850	8253	6201	4720	5546	4761	7184	4778	29	1903	2598
4356	1223	8027	7059	1711	5354	9333	7339	7913	9894	5370	8935	1668	2210	626	338
6581	8556	4561	7825	4066	5937	3014	9698	8655	2668	185	3130	934	4716	9019	1799
5877	2624	2473	1145	3017	5111	4899	7378	7722	6308	9344	3259	306	7372	1953	4093
6799	6733	1473	9039	1177	8955	2150	1488	6305	33	4006	1639	2390	8124	5585	9138
8909	3750	4091	7665	2278	4874	4325	6069	6087	1430	8482	5933	4854	5511	2658	5350
3901	4769	7682	6721	4266	8075	3147	4793	2560	4644	2334	3244	8979	6462	9011	9084
889	7066	6962	4937	36	6025	9848	681	1639	3861	8965	8652	6560	4427	5127	2139
7506	7579	1638	7012	3019	8429	3847	1160	8470	2019	2258	9874	7888	5664	3592	1648
1753	5273	6533	1700	8069	1582	2900	2549	9736	5650	7342	2921	9952	7433	4057	1996
2581	4378	4111	3602	2725	5392	7546	4310	7478	4007	4426	4250	2554	8579	1854	9865
7096	6963	7692	6906	5302	4783	4579	3281	3582	1523	6669	6136	1247	5423	6555	953
2055	977	236	1667	4244	9552	6368	6358	7856	4525	7712	1403	6065	8388	2719	1513
9497	8373	6005	8825	7144	6795	6386	6828	4382	1239	7957	8087	6685	4920	3574	3060
2851	8097	5330	3708	2740	5986	3733	8710	2077	2776	432	8708	4359	9640	4101	2090
1453	1270	7425	1670	4298	7146	1323	8607	6320	160	1731	7509	7273	8470	3707	6144
9754	1716	9682	2689	6402	4409	1607	301	2380	5629	5158	7487	681	9547	3972	8704
8165	4323	7953	9845	6385	4725	3452	5221	7451	9731	902	3916	7953	7786	2148	8304
2589	6969	9919	9454	9776	9343	1287	2511	7301	4902	7707	5294	3985	7874	476	9790
6659	915	6508	2983	1753	5479	9647	7673	2825	3497	5010	3947	4800	9777	5342	2271
1954	3762	5587	1197	2616	204	4705	302	7220	8224	6749	5533	3157	4008	7530	6933
226	1355	2606	4906	6034	6831	9623	1794	2237	772	3520	353	1661	1333	2671	4124
1089	6074	4423	96	9201	5703	8501	8073	7497	7719	88	5714	1646	6813	4111	5220
7080	2613	2797	3480	267	6462	3741	2548	4678	8344	7940	6962	7004	6984	1179	3009
3274	235	5320	1413	8340	7806	1375	3785	236	1249	9560	2459	3066	34	5415	8453
8076	7945	2048	1493	1983	3452	309	5212	1215	3643	7625	5432	5885	82	8931	3653
3672	4120	6476	7876	4319	3982	457	2930	7275	956	1964	2750	4969	3191	6504	8018
6279	4800	5766	3122	289	180	3290	4974	3844	4022	7544	9463	9866	6221	2924	1165
110	2050	6521	4138	9880	5229	3434	6528	4818	1490	450	280	9886	4226	500	1544
2310	645	5554	1787	5195	533	9813	4573	3503	6670	2887	6090	5665	5245	8626	1864
5288	4541	2969	7441	4455	8542	3250	5807	4781	4208	4690	9896	6464	883	8990	2110
1728	9096	4338	2688	312	606	3111	3816	8064	6790	9279	8391	3692	8583	3226	198
7439	6470	5686	3881	6901	3342	3193	2671	7690	6715	2324	3084	5054	4576	7186	7938
7864	7527	8054	5263	1432	7430	4809	1125	3493	8886	9703	5327	3655	7904	1908	6462
8623	3966	2633	4882	8584	674	5626	8360	1958	1270	777	4192	8800	7795	5512	5480
3019	7567	6936	2917	2963	3517	3233	5861	5334	7235	8995	2810	7439	5107	5959	5326
2548	5008	9935	1693	7764	244	4683	626	3667	1895	2769	2530	1693	7053	4268	6549
3786	2982	8280	1199	7204	1386	762	710	9841	681	188	7474	4341	1718	4884	8904
7096	528	6483	838	9225	3647	5925	1756	6908	6123	7369	6373	9772	9718	4503	1873
2416	4345	5640	415	1308	7222	5783	2422	3327	9804	3137	5459	6369	8369	1114	5509
9865	1648	4028	9948	2270	7026	4328	1201	1046	8342	5296	4239	2771	306	9841	7708
518	5715	1439	5399	1360	852	5535	1285	8174	9748	2069	3517	8479	6460	8375	3348
8088	304	2357	2177	1311	3047	873	7097	5434	350	926	6567	5412	2338	6404	6709
5738	176	2198	8048	3247	3773	4222	4506	9318	955	5963	1489	2190	3175	5350	7788
5668	1718	7301	2279	9008	3112	5785	9075	3077	7000	8533	4042	180	5354	692	293
6417	5675	5283	2590	5563	8908	7219	7618	466	4368	8614	117	6685	4518	2153	1042
9025	8855	9603	3745	6312	1495	7539	42	4732	7781	5508	6768	6324	4245	5614	3589
3932	7550	3850	8549	4166	7735	4215	8420	9468	5898	8292	9626	9821	7656	226	8357
1217	9144	7264	5793	6353	1632	9892	4161	4556	5288	4525	7516	9170	1937	7834	1377
3423	3462	5033	7196	1550	644	4221	3588	4996	192	7225	4695	7677	8597	6739	9127
4626	6299	1642	6485	8041	7038	2089	2688	1015	9027	9203	1030	9359	9102	3298	5268
8064	4458	7769	6454	1547	8489	6324	2323	5504	1842	3592	8485	4738	249	3730	1353
5614	8283	3162	1713	6452	1742	9746	6588	8438	8856	4618	704	6989	8916	1908	2022
6670	9016	405	2705	7487	5144	5636	2649	4229	9588	888	5525	4318	7659	2228	9497
645	5070	8927	9655	567	2182	595	5024	8925	1749	1345	7070	2737	2316	3190	5643
1806	7141	9437	2953	660	934	4589	2579	3246	2845	9602	189	9918	2906	7813	235
4542	8105	5669	5794	1748	2612	2980	1639	8995	4241	4433	7338	1880	1857	3678	5221
3239	1194	9566	538	7455	6089	9819	8109	2672	6788	9816	2533	543	6858	9497	5537
3847	9109	1259	7759	1823	1334	1910	1697	3026	2575	5378	3749	1311	5250	3402	4184
8670	4557	7513	3402	3658	8261	658	4018	9631	4758	8623	6161	6220	7526	4647	5015
4760	9111	4627	7779	1731	4350	3482	6187	1355	9774	5796	1404	252	8118	9994	4639
4733	7165	3286	123	1638	7004	6077	7882	9312	3372	213	7395	1136	7990	3587	843
5154	8478	9522	3148	960	3418	5827	1759	866	8720	529	9952	6960	4845	9897	9321
5038	2160	422	9864	5804	3527	8086	624	4207	317	9662	3660	9895	6103	238	8508
8899	7105	2443	94	2863	2638	9754	9331	5653	2412	5265	412	8955	8379	5528	3284
8517	4517	7661	2372	5873	6533	1389	4025	5926	1906	1618	618	9624	5875	3341	8689
7171	713	2760	8939	704	5158	5700	631	7395	1180	4670	3470	5754	6008	1134	2829
2085	1899	5817	7625	6436	7291	1161	5663	5448	2998	9970	9143	9944	4747	6629	7624
4732	6637	4622	2114	2681	5304	4567	4877	2054	2543	8869	7249	250	7158	913	4727
8306	5543	9985	8234	9322	7160	7157	9390	2808	9035	8124	2006	8136	2406	7835	9978
1648	7648	1502	6872	6905	7350	373	3033	4798	3578	1554	5850	3451	3948	2671	7382
75	4291	799	5627	328	1221	9983	5347	4413	1222	2935	1381	450	9764	6063	7174
8076	8378	5785	5068	5081	2714	7358	4457	6955	3195	709	5756	3419	8917	2329	6783
8657	296	8876	3313	8370	7014	826	2619	4873	8009	4550	4933	1166	3329	3202	7796
4790	9626	5503	9909	9897	2788	2348	8293	3056	9487	8465	915	9702	2089	1967	4624
8262	353	9083	9089	1258	2729	8714	6890	447	5138	1490	8221	1897	6825	5767	6092
6363	6302	5597	1408	1295	5759	7340	4492	8194	1590	760	2398	5220	1319	6854	7159
5432	7530	5196	7026	7441	7793	830	9175	1056	126	1835	848	286	1879	2937	5897
8529	4153	3477	4294	4577	3970	8536	6614	3845	5743	122	9307	7836	5395	4156	6607
7766	3583	3818	2875	1593	9375	961	5941	4755	4777	2203	6996	8121	5933	6733	4498
9471	1210	8026	4479	5792	6131	8633	2352	4627	4099	2223	6209	2022	2966	765	6988
7545	9289	7272	6833	3636	434	8316	5395	3261	543	4653	6090	1741	8956	503	2448
9873	9033	9956	2995	887	1317	9520	2020	9478	3862	1035	338	5608	8677	1451	9678
1780	2020	4594	6470	7515	6571	5187	5464	5711	3860	7998	2213	9323	7463	4309	9007
69	6442	4370	1045	6898	8928	3259	9301	3370	6349	3676	8575	1946	1681	4045	668
1345	4350	6167	1677	4001	2716	1491	5336	9113	6922	7234	7634	8402	1552	8612	3664
4066	2952	6783	9136	9349	1075	7221	3111	4666	4556	901	2832	1130	7919	1171	2396
394	4445	2648	8974	1727	3164	735	2878	6033	2753	6663	2690	4150	2892	5001	1615
9983	5476	1758	1531	8999	7776	4265	4597	9034	4878	7665	700	7014	5645	308	2303
6101	8981	2013	6116	255	7766	1159	9913	8304	9519	933	1829	1456	419	2480	1672
6364	189	9763	7879	5612	1213	9849	2172	8425	1575	2558	443	7920	8243	9690	2085
5680	5706	3843	97	5838	1656	2556	3134	2153	9669	1427	3261	9274	5024	775	4903
4845	1652	2240	9565	5775	3234	7415	6135	7789	2126	5088	3396	2534	2254	1054	2072
6341	556	5617	249	7556	4768	276	9511	8834	5554	5692	5637	7974	2536	9542	4128
3536	685	3606	1254	3009	5657	4546	2189	4681	4393	8747	3705	896	5989	7137	5043
