4 4096
7163	1699	4986	8012
7382	1212	53	125
3400	4916	8910	8466
9837	1653	8103	5053
3456	6180	4741	7967
7269	845	6564	6713
9788	6610	7036	7979
2388	4528	1775	602
895	3212	7284	4970
7227	1170	9785	4977
1631	3470	6535	2992
7518	4071	3562	4955
3417	7512	8741	9377
2989	6660	7113	6056
1540	5204	1926	6807
5288	6143	860	3454
5981	5455	3711	806
9786	357	8195	43
163	1548	3538	5966
9230	7540	1597	9442
7792	3081	9980	9683
8115	504	5159	3540
2500	5234	7595	8277
2201	7667	9742	575
9434	9312	4724	7361
4882	7574	8598	1715
6452	5465	187	4893
1513	2879	4817	8268
931	8963	5724	9422
7737	1742	2405	3023
3137	3791	1841	4030
936	3255	7206	2764
6919	9593	2629	764
8064	7077	994	5348
3706	9032	7565	8085
4606	3391	4386	7926
6023	9736	5470	1490
9307	3954	9308	8351
2217	6806	5782	2509
7730	5518	1482	1380
7386	6421	656	2627
51	6517	7079	1611
7210	4896	373	3852
4917	6964	4860	320
6962	9476	8034	8560
8099	1659	6242	7650
75	4206	5671	6827
9161	186	168	5044
6375	1065	3188	4569
2527	4127	2895	1808
8920	5267	9564	1917
5413	5480	6951	2591
7785	8923	5616	9233
1223	4970	2341	7864
3843	1290	5178	8925
4106	4337	7669	8617
7870	2223	8797	2185
2725	7784	7035	7725
1905	4093	3974	3810
7620	7462	1617	5878
8861	6828	3411	4078
1875	7124	6675	3562
6392	5970	2067	3914
1020	8912	4832	5934
6291	6425	5652	9556
9433	1138	8854	6074
8394	7142	9753	9883
6538	7449	291	9145
562	431	7564	4613
9791	4254	6478	411
3322	1944	4960	1296
9581	588	1929	2129
2494	9054	9086	2088
9870	5582	931	8027
5910	6492	5962	8537
1057	5671	2108	6552
9997	5648	4908	5533
1469	2249	4863	8182
8034	8754	9655	5245
634	1786	4841	7837
1288	8160	6080	7092
1398	8670	3749	8228
6196	7476	4470	5515
8848	2904	6718	5515
6134	6029	9063	9633
5414	2014	5301	3204
3747	1601	1653	4992
3017	9423	5103	57
4984	3410	1712	6212
4431	9454	1893	3945
9850	6892	9272	9587
4719	1448	3003	2936
1774	5603	642	9508
6349	8324	3212	9780
2012	3145	1742	1100
447	7787	4900	3890
3213	3368	3062	5890
8203	3843	94	2914
2038	7560	2841	6925
224	3594	2314	9854
1960	2447	3065	1009
6673	3467	8052	2366
9698	7364	2942	2137
9408	9448	5985	5551
7789	8809	878	4892
2825	9258	2300	5530
7107	9526	1559	5695
9181	7917	3848	7814
9135	6745	3835	9331
8071	1827	2459	5895
3828	4183	6970	1813
2963	3339	3015	9453
127	98	3757	2382
7896	6542	9983	4535
5852	55	2877	3965
6491	8793	7145	8601
1321	1931	5755	2674
7889	7256	637	5541
7168	4389	7509	3035
8291	5121	9283	8211
7112	7426	9043	223
4693	6002	4564	3600
8970	1696	1742	7473
7324	8188	7608	5535
8951	5713	9097	2851
5959	2559	1437	2517
9471	9907	5677	7816
9667	7812	2942	3108
8872	319	3274	8445
4362	9520	5939	7041
7011	5146	1397	181
6641	3546	1399	6002
9540	612	4677	6926
1297	5612	9471	8043
518	9936	7870	9499
4981	6562	3658	95
9009	9961	1141	2865
8144	7886	9261	1459
8141	3062	9503	6747
9297	6947	4952	2128
5699	7645	701	3284
5866	6812	2037	9808
6350	2615	7110	3351
9588	4334	5209	5852
7766	9422	411	6114
9145	7781	3884	5773
2598	605	261	9291
491	2376	3641	417
4737	8216	1191	9548
1332	965	6606	5030
3677	9291	5981	2843
6811	4887	7346	302
3197	5178	5987	2301
4781	2458	4274	6777
3671	711	919	7961
6752	1750	541	4294
4722	1416	8928	3001
3288	7697	8190	1879
1002	6325	4580	286
4069	3872	1293	3351
8005	9723	5797	3739
3681	1313	1987	9824
8081	6897	8024	6389
2690	6010	3829	1246
2559	8519	7122	7759
5358	9383	7346	1246
8379	3181	5428	8165
7344	9017	2473	2261
7184	6779	4873	3985
9096	9754	1704	3487
1456	3589	3495	433
6985	8427	2265	9510
9950	8619	7059	573
6255	1437	9961	830
2368	2220	4741	5119
7537	37	4896	9839
2103	448	5742	5699
214	2920	1758	9691
4760	6909	1321	7703
5921	6657	870	8086
8516	4814	7485	8362
634	9188	8414	8329
5126	8630	4208	705
1966	5078	6634	9128
6050	2725	9745	4129
1049	1267	9427	1917
7016	4499	5575	5539
4231	2881	5170	7851
773	456	6757	5026
4880	8468	8358	2908
5167	9014	3117	4045
6940	7837	3068	2923
1397	3124	8174	8165
4564	6508	7651	5215
8516	7589	3330	8069
3741	5600	1964	1794
8467	1361	2849	8158
6610	6247	4469	3039
4643	5497	9912	6630
8859	3675	8557	5003
6282	2653	6302	3019
5747	6770	2513	9433
9705	7637	7699	4015
3838	5662	7464	714
2426	1156	7943	6257
1429	5640	6894	4454
4481	5718	7367	9461
5784	4617	1983	6874
63	1914	3446	3699
9706	287	3313	9585
1199	3346	7761	5436
5750	8366	1011	3993
4006	4714	2422	5875
9670	7069	4789	8950
2315	6431	9384	2680
592	2319	4295	8512
2405	5756	7803	4794
3674	6182	986	5819
3505	1443	9699	7277
7870	2884	8100	1761
5848	1296	6140	8299
4512	7151	3774	6177
3954	9143	4089	489
5101	5573	9112	3147
6805	1136	9943	7914
6494	9883	2628	230
9904	4086	7670	3916
856	2646	1075	2368
2422	5694	2616	7151
4221	309	6460	5052
5605	5765	9749	7159
1804	1535	1589	4581
7646	2984	1133	6783
6781	8069	6544	6477
4413	6032	8273	9773
417	8010	3422	3775
4758	846	6308	5626
2195	2815	9615	5225
5289	4881	4219	4299
8202	6453	8143	7210
8398	634	5136	626
2411	2450	6411	2450
318	5759	9218	2868
9546	7106	1811	5944
2737	5368	65	3746
8558	1390	994	1094
5137	291	1267	242
7736	4194	3000	4238
9503	8160	301	3458
1768	3126	4394	6380
8735	4831	7236	1173
2551	8705	3660	720
4561	34	5548	9770
1745	1957	397	7818
9825	8414	6495	3971
5651	8740	9378	4323
1522	8715	7701	4528
5191	788	9477	1793
6393	9734	8135	9576
3724	5783	9508	6027
4928	1325	8601	3225
6386	4287	4504	6167
7465	7035	4277	3342
2000	7830	5198	1551
9184	7278	4122	1665
841	2003	5782	1908
9525	5038	6190	9540
8980	6571	1341	7797
1576	8832	4658	122
1746	6999	5006	3145
6968	9780	1501	7561
3627	336	7753	653
100	7558	1604	7625
4564	8595	5634	175
3563	6671	2221	8946
9179	345	5913	7315
1969	2879	5514	2746
4632	879	3576	522
6231	4982	5692	4317
9391	6324	4493	9989
2413	1833	4453	6553
5341	5899	2996	3902
1842	8456	2766	7304
9785	2724	308	7011
6634	6443	6749	1941
9143	9459	1173	4725
671	9954	2017	5926
6688	2050	6299	3282
9446	4684	2483	4591
5177	5002	4923	191
6696	3772	8741	7373
6096	6419	8879	5397
7206	7999	8547	3816
7677	2851	1374	5845
