8 8192
1857	1316	6306	7706	2413	3637	2045	3080
547	2738	1913	2907	6370	8633	6259	3441
2122	5617	144	3446	9988	9467	2873	5718
6641	298	7267	9473	5887	6265	6311	9628
9990	1873	5146	9656	2594	5665	1423	3936
2495	2456	3543	4931	5448	9825	8253	846
5738	4222	326	9566	6307	1940	2395	9891
3222	3424	3611	9026	5974	8072	8140	3442
4900	1319	8092	1662	4057	7824	2715	1879
6995	2846	1947	9038	6232	8483	6927	9837
8157	3945	3701	7890	8179	3651	482	1110
1918	2729	5981	6816	4621	5514	2353	6199
8975	2277	6012	4535	4202	8146	3362	9492
9540	9023	8936	3432	3165	3369	6927	3310
9835	321	2254	5772	9273	8586	1224	4635
2661	8495	2971	1306	6150	5694	1003	2595
8831	1632	1874	679	4825	3219	5610	8160
1619	1741	1621	6005	2685	776	2386	1122
6285	9714	3881	2523	7322	2272	9626	1479
5387	6316	2539	3942	587	6229	5127	9195
6460	6262	9684	7503	3099	6346	685	7243
3085	7652	6880	3788	4279	3800	3096	2265
8336	3698	397	4496	1044	4053	6048	2762
7426	9713	9042	8166	2912	4389	9706	9496
9014	16	9048	3644	2637	4810	9859	6155
8453	1294	4545	9369	1865	4082	25	6506
3196	7466	2711	6667	4599	3997	3136	158
5280	7548	2698	5928	6223	1231	8227	7108
2012	6087	8410	5699	9970	6688	9012	5578
4176	8886	2168	1426	6370	2783	5156	511
773	6320	3723	8157	8292	1209	2370	9047
4020	1407	4315	6915	9719	8849	5230	3049
2791	4130	9818	1311	7011	3801	4142	9382
7476	3847	7924	8361	9224	9158	4014	6445
629	1725	5809	4133	174	6352	3596	5324
9810	7825	7885	3784	5685	8124	6567	4560
3506	387	7993	4011	1611	4373	9039	1462
6241	1326	5944	4988	3063	7431	9140	6355
3053	219	289	6349	9203	6046	911	7991
1603	5301	2436	8717	3997	20	3273	2365
675	7377	1579	8353	2383	4503	6388	8370
735	5745	1463	5578	5774	3721	5688	4529
6168	6625	9831	4819	8980	1353	8680	84
7819	5118	6718	4184	8163	2127	8368	235
8328	7450	67	9543	993	8089	72	7562
1917	2796	7752	1017	6518	4254	6421	6026
7927	2511	4516	7761	9949	9635	4852	7032
6762	2855	4336	5709	583	3847	4269	9450
3578	6217	5314	5285	8721	3178	9006	3867
9942	1777	9123	634	8504	5256	5848	3788
6164	6935	3220	1388	8594	7561	1939	8198
5035	497	2706	8688	9344	8005	8211	7719
9724	1712	1445	520	9147	5865	5804	7285
5235	9591	1940	53	1586	274	9425	8604
5475	1670	127	117	7202	6299	4872	3198
6447	3119	1342	3554	9465	2413	2572	4608
8767	2190	8553	2421	7248	842	4851	9861
1900	7330	1970	4681	2402	4204	7309	5261
6143	1565	3083	5149	5255	9926	1101	6687
6326	9223	7911	1107	8787	4162	2989	747
3106	5458	521	1233	3668	9705	5409	8824
424	1916	3867	9393	9207	8947	6843	8647
8625	940	2044	9666	7207	4762	8299	5621
8662	3547	3921	4602	1130	1382	5470	5361
6452	6342	2831	9349	9186	4547	5374	8011
5391	3188	8837	9270	7936	8504	9508	4605
4071	3161	9970	7206	3206	9100	3931	7505
1923	3403	3770	5370	6057	9889	2818	9964
6674	2906	1494	9515	6004	2487	8375	3433
7589	5791	579	3627	9068	4530	4826	4876
7734	1941	1287	9105	8958	8603	7949	6650
9764	5913	5419	2744	3438	781	5648	1533
790	7841	7855	3462	644	6558	4548	622
2450	3338	8779	7023	9051	2958	6494	8854
7855	3148	3789	3398	7118	536	5082	4612
1049	8907	3595	2773	933	8508	957	2807
2556	3605	2860	7743	1967	3586	9579	3735
7666	1511	9668	995	4793	1439	274	2753
3252	2212	95	8044	7693	7182	6454	6652
6508	2187	2428	7817	1484	7029	1966	5761
8244	5998	8389	7835	8603	3905	8063	9664
980	3516	2396	1018	9083	2548	1377	6637
2431	8660	3741	8833	8245	6336	3284	3847
9128	184	4958	6522	5992	3375	7572	8560
8855	2896	9280	411	3062	6179	60	5066
6690	9657	6535	8660	4980	6740	3838	3167
7181	4045	7382	4977	1311	2032	87	5409
6657	7908	2988	650	15	245	8427	6981
1329	8511	3029	1935	662	1328	7768	8701
3819	6399	3388	839	9654	2549	3917	1931
7208	3564	3924	4231	856	2839	8528	9464
7386	4962	6357	4645	5607	5298	2429	9358
8642	7616	2693	767	5491	5541	2587	3915
7963	3535	2731	9179	6066	5616	5731	3758
4312	2850	8668	92	4307	4618	8604	8270
7686	1740	7240	2002	4146	2314	8466	8992
2539	6115	5849	9148	4138	3907	2475	1878
9723	8535	3463	67	5976	8492	2783	9234
8007	1904	8430	9284	1831	9554	4231	4565
9968	3714	8838	4932	6511	1894	9993	2070
4999	6485	5609	6479	3105	7251	4592	957
1254	2306	5135	7456	224	9888	6367	7510
8656	1492	3793	9722	6962	3146	1979	5725
2243	2909	1724	8028	2080	8980	6356	4160
3469	5526	5587	1313	5618	62	3764	8826
9009	6481	5851	7573	5388	4642	2583	890
6502	6643	3567	7401	5736	6860	9622	38
5191	9081	3056	9663	7613	4085	9209	3698
8282	2466	5915	5594	9691	1938	2432	3205
3255	7311	1831	9391	6943	2746	2411	2362
9085	3930	3406	6470	583	8546	9723	6639
7517	6425	3057	2633	537	1597	5436	1090
4005	8122	545	1390	3757	8409	9747	269
1918	9857	3283	8916	72	7143	2424	1794
4968	7678	8064	2290	4542	2868	2768	3255
4776	5315	2290	9678	6333	2871	8308	2795
9226	6066	591	5646	4738	157	1510	3605
8057	1952	6456	885	4334	5125	1716	7782
5188	7743	9974	9104	7477	7633	2075	6065
2810	9616	4982	3087	9556	4176	6917	945
2045	9418	1040	7210	2501	3020	338	8064
186	8530	9719	2335	899	6896	5575	9497
7850	3552	7124	2938	679	9408	1180	1008
8248	1690	755	6569	4814	9670	8389	6439
1926	3566	3670	9148	1191	2870	9794	967
7281	2844	2792	5025	8686	8542	7116	5536
1420	6800	3724	4169	4284	2933	9478	7675
3075	252	8935	7899	723	5740	6131	4560
6658	4503	9083	1931	9703	8893	9509	9543
1107	8392	6496	8870	2956	1646	6132	8482
1694	3590	6483	1117	5051	6293	9194	2738
4758	6213	2941	1500	263	1590	1677	419
2270	589	6298	7454	4976	7628	9464	5944
9336	3025	3410	6942	7272	4394	8100	2652
7518	4132	4066	4844	9330	9359	360	6809
4938	7390	5750	7854	4855	7031	7623	6155
6146	4687	9507	4229	5884	7404	6825	9480
3908	773	4947	3948	5556	5329	6186	1732
3615	1889	5134	8025	4380	2020	8922	5532
4686	288	4372	2749	4772	6361	980	4525
1509	1651	5670	1906	5412	5661	7876	6907
5724	4047	2018	1578	9148	8486	6911	1731
1	8259	113	4957	8193	3181	4480	9367
7826	8915	2029	8563	7423	922	8136	8338
4105	5604	6115	8953	3502	923	7605	1365
30	7844	6147	2161	8566	9257	9574	6785
11	5361	574	4781	6460	5262	1884	582
6769	248	5941	5682	3882	9759	4418	7264
319	4112	4602	2957	4799	511	5353	3857
1599	3907	7053	4822	2487	6535	595	8731
9890	8416	6109	5894	7276	3081	457	3478
8579	410	2362	2794	1939	1680	7113	7103
4649	57	3228	2439	1214	7958	8486	5440
6399	289	5218	2287	4316	685	2846	5691
1623	8898	6253	5641	1867	2402	5878	7097
1767	8228	7755	8936	1561	6099	4330	2753
8449	7928	3238	5959	9965	4993	6954	196
9197	8949	3618	825	5899	1912	1159	3027
1544	9712	7793	7606	4448	9014	4980	6351
1387	5398	343	2886	9204	8034	2850	6782
1941	9703	1902	134	3897	8799	2801	1646
3762	990	9928	9505	4711	8281	7609	5344
5192	8130	9499	8487	4697	7958	7914	7662
5858	9195	6519	4886	2278	2334	8545	9458
9188	4749	4266	7046	4912	3291	6613	2212
1896	8044	1029	5341	6421	6752	1597	2102
8754	1797	2365	4016	5044	5171	3129	273
429	7105	2169	8349	6257	1626	5854	5179
8472	6177	470	6218	9749	5911	7260	6409
1393	7150	2517	7039	861	8053	4584	4778
4901	3039	474	8337	4445	1325	6157	535
5901	492	2470	9915	7789	1221	6302	640
4113	4591	1482	7994	9421	3190	4883	1999
2690	5390	9758	5694	9245	3666	254	6143
5254	955	1606	6989	4925	1938	2435	2935
1028	8345	3571	5995	3485	4944	3313	1632
9872	5332	5946	1379	2762	7947	3544	7133
9756	3182	7826	121	4606	7831	7987	212
8052	8109	3376	2712	7960	5163	5955	3545
3687	8715	7381	6080	10000	900	1401	1099
5220	8654	8999	2312	6151	881	5189	3184
8717	9461	5913	5795	9479	2470	7753	7832
9678	165	9034	6474	7661	6845	4286	9049
4154	7114	8466	7803	9975	2999	1032	6296
1290	4075	9395	8023	9983	6909	8053	8298
7693	3445	7444	6009	9182	8900	1246	1265
7053	736	1702	2408	9642	7444	4576	2167
979	9394	1478	8037	4220	9718	6470	3000
8329	4898	7633	8584	1182	2586	6534	3099
9226	690	8589	6310	8843	9952	9722	8471
41	3356	9939	2583	2010	6043	1526	9146
8841	9080	1133	8208	3505	898	7783	2565
539	2970	8529	7210	7307	8502	3955	5284
9505	2075	2762	9493	2998	9522	9295	2309
2469	9046	3589	4099	9678	5006	5028	2461
7136	6857	963	8731	3949	7331	2887	3596
5501	9745	8240	4652	3473	3444	9382	9775
8211	9738	7327	3625	2779	8848	6060	7616
9671	9362	5475	7526	1707	3343	7608	8231
2966	3023	1596	5234	5373	882	5344	8054
2913	4787	65	1734	5932	446	1511	3279
2480	1564	7826	3816	439	7172	6261	57
9051	6395	310	6567	4983	5596	2073	2885
9824	4568	3738	6182	250	4247	4723	3170
4693	6972	3810	2994	8228	1171	9807	2041
2609	2447	5304	2033	4725	1558	2345	4714
1603	6021	3526	108	2139	1243	3121	9699
2034	1659	8374	3374	1936	5712	4037	1541
5777	1383	1191	7306	5649	1688	4432	2120
3264	2848	5442	109	8630	2719	2643	3639
1594	6723	7538	9767	4020	8536	3432	7180
3183	7680	9323	4798	2582	1953	582	984
4316	7986	3203	4241	8102	240	2202	9035
7556	260	6888	2380	5916	4807	7108	4308
605	7489	4177	7549	7170	2802	9354	7334
6007	1426	5860	9831	3934	8143	8112	9199
6588	9052	6580	726	8503	3502	4056	267
9573	2627	1871	4413	7337	7186	8223	386
4920	1209	8450	9005	2307	4550	7800	8667
4771	6573	1053	5934	5587	985	3473	4314
8186	2347	6153	307	4473	9834	6454	8920
1207	7667	8561	6183	1117	1378	30	5497
3439	6321	8937	4894	9653	8921	9145	9951
4278	9670	4286	9841	2045	3214	6291	41
6907	8975	9976	6403	7016	158	4647	1127
721	4842	939	1589	6213	3828	1464	6141
8182	9571	9481	6738	4091	6125	3903	2804
2211	62	3905	3964	876	3258	2071	2589
9563	7647	8669	3947	7608	5579	4348	7456
5099	5064	3656	4137	9669	6992	9246	8310
610	4028	9358	8830	3325	3887	1486	5082
9221	2850	6900	8638	8324	1648	6554	9689
8862	8737	5147	5690	3310	6423	139	9346
1810	4275	9108	2058	6311	5836	6155	8601
7185	451	2122	569	3667	3043	8460	4468
8823	1153	7925	6228	7900	6907	5525	1844
9485	3534	1022	6007	689	8905	3419	5101
6624	7415	4969	6424	6838	8768	8538	8166
7796	4311	5043	5837	5553	1826	2526	2247
1746	9714	8467	5031	5323	1736	2031	6370
9067	7816	272	5445	6833	5050	422	4
4902	6653	1454	7636	7178	5442	5240	3622
7278	4711	7892	6404	4761	4618	9609	318
7242	9508	7395	3913	2918	3104	9917	843
8484	1662	1058	7987	7070	1088	1814	1940
5672	6149	1030	9606	2051	5059	9304	3748
1833	7684	1090	5033	4090	2562	6575	6132
1406	8279	6954	9099	2599	2674	4069	4412
6718	4306	6576	7271	2558	8908	5818	7328
3216	8949	1302	653	7770	6639	9540	2490
5333	148	6702	4284	3556	1004	2238	9755
8425	4762	4982	3843	8999	5473	8837	9032
9577	5433	1236	5960	6491	4622	6362	4635
2448	3515	1984	7340	7585	52	8997	6844
3363	7208	1388	3653	1981	4766	8243	4840
6642	7777	1024	9868	4556	8910	8399	9367
9724	9602	8913	1647	3460	5788	2638	9891
335	3787	5992	4031	8742	4198	5921	6263
2307	8006	8460	5282	6670	593	9311	4946
3225	984	3924	1493	6498	4148	4757	4308
5954	5052	6090	6603	3144	9949	6433	4640
6091	3673	7247	1462	7350	836	6456	1646
1593	9990	774	8664	7110	3197	2701	3845
7692	4748	6557	4955	9810	8744	4475	8763
8714	3897	4685	9218	1121	9631	1278	4253
5614	7802	3040	7497	3659	7315	889	9566
9132	6040	9544	7210	7586	2739	5020	9333
204	8577	6324	5620	4875	4910	3979	8416
4015	2484	4146	1705	7410	555	3383	1583
5116	1791	4270	3205	298	6678	7582	5261
2021	7922	8164	3006	181	3770	7960	8675
4501	9161	5431	8864	6418	6954	9478	2692
2362	107	1707	9963	2037	4274	7053	9696
2595	8105	8588	5534	8347	5956	5956	674
4433	1432	2556	9666	8342	2642	6777	1126
4173	622	942	3126	5480	3448	8932	5440
3327	5628	351	2676	927	3684	742	3314
3591	516	4350	9567	6845	7079	7790	7142
5567	4259	4678	6336	6450	2855	6392	2522
7281	7304	6	6230	4678	2726	8609	3572
8616	4156	6221	2230	7541	7333	2598	745
5193	5579	9275	5736	9644	8619	3209	8945
6858	2703	9830	1557	8658	3039	3220	3942
9145	8687	1684	6984	7655	3078	8668	1901
6	9851	8221	2749	462	1294	2289	5663
6605	1552	6750	1551	6612	5058	4346	8895
3310	1558	9596	3123	2492	6035	9727	394
2661	5845	6975	8203	4095	823	2181	4790
5682	9808	99	3484	7463	9596	9056	6755
2097	7460	2636	9689	6238	4592	337	1678
1964	3909	9724	1028	8984	6118	2153	4679
8050	440	8424	7508	9370	3616	4569	1850
8294	6349	9423	6327	3122	8036	2617	2756
6179	1093	1063	3764	8039	135	2920	361
7398	1039	1774	7801	8242	1396	8406	135
4059	5605	768	2738	8663	1522	6305	8903
8101	4199	7775	5590	12	5723	5323	9541
4267	3238	2934	3545	2689	6707	8104	5114
9323	4649	2189	4899	502	4293	5842	3557
539	8009	5296	9794	4927	4205	3889	4658
9508	2482	5828	6836	8594	8034	5883	3403
3775	5746	8522	2270	9078	3375	9927	8995
2101	5984	9084	1173	7759	1373	5010	3499
7977	5592	206	6562	2643	9870	995	59
3883	1786	1724	9994	2440	2697	1404	2714
5678	4592	106	4894	2579	214	365	1014
9336	7901	8187	3823	1982	8000	9083	661
8947	1789	8326	7647	9261	4822	9905	4209
2853	6787	7854	1899	3914	5671	4978	6782
6135	5401	4145	1616	3914	5374	4791	5260
1285	8624	3309	4522	4627	6063	6290	6012
639	3412	8382	2758	2490	8034	9537	1407
9211	3981	6728	8146	8817	6835	9582	9148
9245	6540	43	1724	1886	6655	8523	4049
4431	6556	4297	8489	5142	3539	4796	7722
20	9919	151	3656	9072	7112	1654	6259
2274	5355	5385	9299	2032	424	6545	853
5860	5338	8895	8471	1607	1640	5848	7432
2876	8181	9214	1713	132	2511	3734	4841
1009	6019	9669	2311	5252	7121	1347	9543
1317	8567	5803	8662	1325	9212	9788	6751
8686	9515	6782	1194	9011	1279	1986	5502
6774	2199	881	7469	6708	9399	3576	2043
3494	9887	2030	6991	8981	6584	8393	4331
837	6912	2828	2076	8180	480	6568	4516
9734	4877	1851	7456	8735	8295	5927	1500
3558	9656	7621	3330	25	6948	8025	7470
5030	3579	730	793	4062	9845	4410	6992
7566	9833	3681	9568	9684	4663	3690	6855
3042	5013	3613	5976	4526	5393	480	7895
3652	9043	8395	8557	7302	3044	6871	8950
1358	9143	7030	2938	1876	9468	6403	6097
2509	3208	2538	7237	1531	9411	8538	4552
5483	4644	382	2168	1992	6367	7439	2980
9371	763	9418	4186	4512	5895	3309	4346
3042	4690	1703	8423	4520	7007	7557	5146
1124	6188	5958	973	7573	5311	8920	9044
3171	95	8986	7068	9902	2969	1371	8196
7770	4057	4492	2421	3892	8365	9626	1068
400	5427	4476	4204	4455	5809	3209	81
9765	863	4120	5333	2988	6861	7213	1764
1468	7516	6171	6066	1306	1512	4100	7569
154	7029	9462	7039	3808	8209	7486	231
7669	2440	9765	3331	3626	4310	9682	8615
8844	9657	8202	5543	6511	2280	5409	6923
4381	7866	6872	4618	6425	430	7936	2810
3606	422	9736	7017	4382	3729	3803	3892
6004	8272	3591	4985	8775	1970	2955	926
4219	2240	4414	4513	4100	2908	5889	7772
2984	30	1112	2010	3190	4606	3650	5082
5894	3012	9579	2745	8952	6983	5994	340
1282	7303	6789	7358	8260	6412	2897	918
8853	1214	7105	7767	9675	5706	9764	3788
8938	3955	6694	7767	6941	3136	23	1404
9246	2632	1591	5497	3105	7647	1375	4357
4735	1157	4519	6683	6350	4819	3563	6208
5485	1719	4466	3279	8097	7223	3618	7102
4817	1605	3322	1437	9961	3925	6413	3646
7432	5671	3396	29	1283	8944	412	1886
914	2141	8089	3622	8285	8482	8055	9789
1386	4616	7417	14	2753	7542	6619	4480
9414	9331	5762	444	9208	1349	3966	6687
3377	132	8663	6422	4089	9094	6820	4942
4167	6038	959	4134	3760	6864	6096	9519
6675	1492	9525	6670	3968	5238	7685	7235
478	1006	8505	7213	2995	8296	1565	3491
5873	8347	6862	3597	3060	7335	2074	8463
5514	1682	7086	4248	3200	7832	3942	1922
1388	9626	513	4886	2163	75	1756	5862
8916	2289	8900	7482	700	3446	4051	4720
5143	1956	5872	2984	5714	5472	5254	5287
2130	8445	9523	1847	4974	6945	2408	3393
7858	9938	7306	6719	6527	9048	1452	6407
9121	575	1352	4626	6918	1311	2809	3552
2872	1591	9326	8335	2350	1354	8067	8373
6578	3635	5641	42	5668	8528	9819	8776
2742	9236	6601	5309	7887	6136	8247	2242
5548	6391	6586	636	3859	9223	4854	187
1560	5454	5659	7218	6856	3093	9796	12
8007	1237	8955	1340	3780	9413	7055	797
9919	8752	4139	6217	5950	6874	4304	4275
8847	2145	7211	9866	2816	799	8287	5538
6765	1575	328	9443	7070	3776	7742	9329
4148	2386	3128	8460	8331	888	8841	4282
8077	863	3251	5133	2555	8911	2522	5003
5474	2661	6965	6127	9376	3900	7363	4127
1870	940	2818	7257	423	2515	3406	8638
5855	9200	2657	5286	6085	6714	3250	394
1328	1166	5789	769	831	6178	5949	4108
4840	941	3634	439	8834	2099	339	670
3569	4079	6618	9543	2922	7351	4877	391
7199	5568	6964	1675	4040	5258	3380	3663
6497	6407	3863	7417	5628	1915	3994	7116
8271	3996	8883	744	5057	7507	8132	7371
9891	5542	6329	1642	1965	9188	724	8332
5646	5105	8557	6926	9605	6086	2305	5336
716	57	1638	8212	8639	7299	1254	7587
9917	9447	5117	2988	8411	1980	8261	7265
2389	5240	8125	7866	6231	1477	7161	2315
7156	503	3194	3453	3056	3234	7588	4090
7959	377	9161	8897	4355	6128	8623	5289
6516	5148	5844	6636	141	5813	6226	1557
7259	9588	2306	5380	7256	7335	8765	7475
6054	4798	1810	8700	9024	2755	6639	7966
174	4844	3744	7174	1881	2025	4622	1188
6059	3998	3432	5734	5479	3212	8110	6433
6154	5265	1193	3167	8291	1810	5631	5712
839	5458	2660	8687	9119	6268	724	5796
1947	4270	7097	9892	6806	6884	6418	9219
439	1019	9580	9548	240	773	2705	5200
8320	1611	3842	8566	6613	972	4971	1264
317	449	5418	5080	2180	8937	6442	5712
6401	8408	3332	1883	2569	5907	8873	4630
3339	848	5718	4749	6716	5128	6504	2792
4870	1264	380	350	9054	1075	6310	2400
2683	7159	9807	3204	5429	640	4928	7031
5248	1536	8315	3905	8578	3638	937	2451
7929	7276	5838	17	3793	954	359	2794
9948	9753	4210	7360	8368	5155	3136	1517
7281	4455	6890	9184	8578	309	3815	3075
415	3228	7217	1449	1485	3854	9499	4652
2746	2016	8870	7731	2327	2927	1310	2881
490	4519	6602	3953	6886	5586	9166	4745
489	5511	4759	843	3670	3303	6444	9899
697	2924	7763	4410	1252	3197	906	841
1116	4735	9699	1418	3862	2954	7825	4423
1002	9418	1379	2997	1931	5984	9668	5523
3589	6674	3079	7704	806	792	3574	5798
3580	8918	1920	9831	8589	6293	2746	1592
2189	2610	915	619	9587	1011	1792	9638
4915	2246	2029	582	9301	3991	1240	9458
7752	744	7390	1079	5444	6187	8656	9839
4555	9289	1173	2613	3754	2917	267	3769
7632	2181	4378	6967	5770	101	1007	3191
